Gene,Genotype(s),Therapeutic Area(s),Drug(s)
CYP2C9,*1/*11,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*12,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*13,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*1/*14,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*15,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*1/*16,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*17,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*18,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*19,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*20,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*21,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*22,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*23,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*24,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*1/*25,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*1/*26,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*27,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*28,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*29,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*30,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*31,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*32,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*33,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*1/*34,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*35,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*1/*36,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*37,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*38,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*39,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*1/*40,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*41,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*42,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*1/*43,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*1/*44,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*45,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*1/*46,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*47,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*48,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*49,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*50,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*51,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*52,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*1/*53,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*54,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*55,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*56,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*57,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*58,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*59,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*60,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*61,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*1/*62,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*63,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*64,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*65,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*66,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*67,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*68,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*69,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*70,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*71,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*72,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*73,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*74,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*1/*75,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*2/*2,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*2/*3,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, erdafitinib, warfarin, piroxicam, avatrombopag, lesinurad, phenytoin, nateglinide, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*2/*4,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*2/*5,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*2/*6,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, erdafitinib, warfarin, piroxicam, avatrombopag, lesinurad, phenytoin, nateglinide, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*2/*7,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*2/*8,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*2/*9,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","fosphenytoin, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, dronabinol, fluvastatin"
CYP2C9,*10/*2,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*11/*2,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*12/*2,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*13/*2,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, erdafitinib, warfarin, piroxicam, avatrombopag, lesinurad, phenytoin, nateglinide, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*14/*2,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*15/*2,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, erdafitinib, warfarin, piroxicam, avatrombopag, lesinurad, phenytoin, nateglinide, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*16/*2,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*17/*2,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*18/*2,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*19/*2,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*2/*20,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*2/*21,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*2/*22,BLOOD AND BLOOD FORMING ORGAN DRUGS,warfarin
CYP2C9,*2/*23,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, warfarin, piroxicam, avatrombopag, phenytoin, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
CYP2C9,*2/*24,"CARDIOVASCULAR SYSTEM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, BLOOD AND BLOOD FORMING ORGAN DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","lornoxicam, fosphenytoin, celecoxib, erdafitinib, warfarin, piroxicam, avatrombopag, lesinurad, phenytoin, nateglinide, siponimod, meloxicam, ibuprofen, tenoxicam, dronabinol, flurbiprofen, fluvastatin"
