Gene,Genotype(s),Therapeutic Area(s),Drug(s)
CYP2D6,*1/*6x2,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*7,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*8,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*9,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*9x2,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*10,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*10x2,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*11,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*12,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*13,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*14,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*15,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*17,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*17x2,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*18,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*19,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*20,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*21,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*27,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*27x2,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","vortioxetine, tamoxifen, amoxapine, amitriptyline, clomipramine, meclizine, eliglustat, tramadol, donepezil, desipramine, paroxetine, acetaminophen / caffeine / dihydrocodeine, trimipramine, atomoxetine, tropisetron, doxepin, ondansetron, nortriptyline, imipramine, codeine"
CYP2D6,*1/*29,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*29x2,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*31,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*32,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*33,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*34,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*35,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*35x2,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","vortioxetine, haloperidol, metoprolol, tamoxifen, amoxapine, amitriptyline, risperidone, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, donepezil, flecainide, desipramine, propafenone, paroxetine, acetaminophen / caffeine / dihydrocodeine, trimipramine, atomoxetine, tropisetron, doxepin, ondansetron, nortriptyline, imipramine, codeine"
CYP2D6,*1/*36,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*36x2,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*38,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*39,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*40,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*41,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*41x2,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*41x3,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*42,"RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","metoprolol, tetrabenazine, tamoxifen, amoxapine, amitriptyline, zuclopenthixol, clomipramine, meclizine, eliglustat, tramadol, venlafaxine, flecainide, desipramine, propafenone, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, pimozide, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*44,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","tetrabenazine, tamoxifen, amoxapine, amitriptyline, clomipramine, meclizine, eliglustat, tramadol, desipramine, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*45,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*45x2,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","vortioxetine, tamoxifen, amoxapine, amitriptyline, clomipramine, meclizine, eliglustat, tramadol, donepezil, desipramine, paroxetine, acetaminophen / caffeine / dihydrocodeine, trimipramine, atomoxetine, tropisetron, doxepin, ondansetron, nortriptyline, imipramine, codeine"
CYP2D6,*1/*46,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*47,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","tetrabenazine, tamoxifen, amoxapine, amitriptyline, clomipramine, meclizine, eliglustat, tramadol, desipramine, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*48,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*49,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*50,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*51,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","tetrabenazine, tamoxifen, amoxapine, amitriptyline, clomipramine, meclizine, eliglustat, tramadol, desipramine, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, nortriptyline, imipramine, codeine, hydrocodone"
CYP2D6,*1/*52,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*53,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*54,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*55,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","atomoxetine, meclizine, eliglustat, tetrabenazine, tamoxifen"
CYP2D6,*1/*56,"NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","tetrabenazine, tamoxifen, amoxapine, amitriptyline, clomipramine, meclizine, eliglustat, tramadol, desipramine, paroxetine, trimipramine, atomoxetine, thioridazine, fluvoxamine, doxepin, nortriptyline, imipramine, codeine, hydrocodone"
