Gene,Genotype(s),Therapeutic Area(s),Drug(s)
CYP2B6,*6/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*6/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*6/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*6/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*30/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*31/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*32/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*34/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*36/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*37/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*38/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*39/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*40/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*41/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*42/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*43/*6,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*7/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*7/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*7/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*30/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*31/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*32/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*34/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*36/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*37/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*38/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*39/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*40/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*41/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*42/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*43/*7,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*8/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*8/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*30/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*31/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*32/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*34/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*36/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*37/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*38/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*39/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*40/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*41/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*42/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*43/*8,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*9/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*30/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*31/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*32/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*34/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*36/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*37/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*38/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*39/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*40/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*41/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*42/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*43/*9,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*12,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*13,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*17,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*18,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*19,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*20,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*26,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*28,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*29,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*30,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*31,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*32,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*34,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*36,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*37,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*38,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*12/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
